Académie;Etablissement;Code spécialité;Statut
Aix-Marseille;0133396W;23C10023305;ST
Aix-Marseille;0130054N;23C10023412;ST
Aix-Marseille;0130055P;23210022002;ST
Aix-Marseille;0050503V;23210022130;AP
Aix-Marseille;0050503V;23210022135;AP
Aix-Marseille;0132470P;23210022135;AP
Aix-Marseille;0131767A;23210022135;AP
Aix-Marseille;0840733R;23210022135;AP
Aix-Marseille;0040161D;23210022135;AP
Aix-Marseille;0050503V;23210022137;AP
Aix-Marseille;0132974M;23210022137;ST
Aix-Marseille;0130150T;23210022137;ST
Aix-Marseille;0130150T;23210022137;AP
Aix-Marseille;0132470P;23210022137;AP
Aix-Marseille;0131784U;23210022137;AP
Aix-Marseille;0131767A;23210022137;AP
Aix-Marseille;0840733R;23210022137;AP
Aix-Marseille;0040161D;23210022137;AP
Aix-Marseille;0040161D;23210022139;AP
Aix-Marseille;0132974M;23210022139;ST
Aix-Marseille;0131445A;23210022139;ST
Aix-Marseille;0131675A;23210022139;ST
Aix-Marseille;0131484T;23210022139;ST
Aix-Marseille;0840046U;23210022139;ST
Aix-Marseille;0840700E;23210022139;ST
Aix-Marseille;0840113S;23210022139;ST
Aix-Marseille;0133406G;23210022139;ST
Aix-Marseille;0040023D;23210022139;ST
Aix-Marseille;0050009H;23210022139;ST
Aix-Marseille;0040011R;23210022139;ST
Aix-Marseille;0132974M;23210022139;AP
Aix-Marseille;0132976P;23210022139;AP
Aix-Marseille;0841036V;23210022139;AP
Aix-Marseille;0130171R;23210022139;AP
Aix-Marseille;0134350H;23210022139;AP
Aix-Marseille;0131445A;23210022139;AP
Aix-Marseille;0134361V;23210022139;AP
Aix-Marseille;0131784U;23210022139;AP
Aix-Marseille;0132470P;23210022139;AP
Aix-Marseille;0840709P;23210022139;AP
Aix-Marseille;0050503V;23210022139;AP
Aix-Marseille;0132470P;23210022140;AP
Aix-Marseille;0050503V;23210022141;AP
Aix-Marseille;0840866K;23210022141;AP
Aix-Marseille;0840700E;23210022141;ST
Aix-Marseille;0132974M;23210022141;ST
Aix-Marseille;0130150T;23210022141;AP
Aix-Marseille;0134350H;23210022141;AP
Aix-Marseille;0131784U;23210022141;AP
Aix-Marseille;0131767A;23210022141;AP
Aix-Marseille;0132470P;23210022141;AP
Aix-Marseille;0134361V;23210022141;AP
Aix-Marseille;0840733R;23210022141;AP
Aix-Marseille;0040161D;23210022141;AP
Aix-Marseille;0840935K;23210022142;ST
Aix-Marseille;0133425C;23210022142;AP
Aix-Marseille;0131445A;23210022142;ST
Aix-Marseille;0133425C;23210022142;ST
Aix-Marseille;0130065A;23210022142;ST
Aix-Marseille;0840113S;23210022142;ST
Aix-Marseille;0840046U;23210022142;ST
Aix-Marseille;0840001V;23210022142;ST
Aix-Marseille;0133244F;23210022142;ST
Aix-Marseille;0130157A;23210022142;ST
Aix-Marseille;0130151U;23210022142;ST
Aix-Marseille;0130071G;23210022142;ST
Aix-Marseille;0130068D;23210022142;ST
Aix-Marseille;0050003B;23210022142;ST
Aix-Marseille;0050009H;23210022142;ST
Aix-Marseille;0040011R;23210022142;ST
Aix-Marseille;0130010R;23210022142;ST
Aix-Marseille;0130049H;23210022361;AP
Aix-Marseille;0130049H;23210022361;ST
Aix-Marseille;0131775J;23210022420;AP
Aix-Marseille;0131775J;23210022421;AP
Aix-Marseille;0131775J;23210022422;AP
Aix-Marseille;0130053M;23210022510;ST
Aix-Marseille;0841078R;23210022714;ST
Aix-Marseille;0132469N;23210022714;AP
Aix-Marseille;0131775J;23210022714;AP
Aix-Marseille;0133927Y;23210022714;AP
Aix-Marseille;0132790M;23210022714;ST
Aix-Marseille;0130171R;23210022714;ST
Aix-Marseille;0130072H;23210022714;ST
Aix-Marseille;0130050J;23210022714;ST
Aix-Marseille;0131434N;23210022715;AP
Aix-Marseille;0130013U;23210022715;ST
Aix-Marseille;0131434N;23210022715;ST
Aix-Marseille;0840039L;23210022715;ST
Aix-Marseille;0130050J;23210022715;ST
Aix-Marseille;0133475G;23210022715;AP
Aix-Marseille;0050629G;23210022715;AP
Aix-Marseille;0133927Y;23210022715;AP
Aix-Marseille;0132469N;23210022715;AP
Aix-Marseille;0840526R;23210022715;AP
Aix-Marseille;0131772F;23210022715;AP
Aix-Marseille;0040007L;23210023006;ST
Aix-Marseille;0050039R;23210023006;AP
Aix-Marseille;0133989R;23210023006;AP
Aix-Marseille;0050039R;23210023006;ST
Aix-Marseille;0131433M;23210023006;ST
Aix-Marseille;0050003B;23210023006;ST
Aix-Marseille;0133645S;23210023118;AP
Aix-Marseille;0133645S;23210023119;AP
Aix-Marseille;0133645S;23210023120;AP
Aix-Marseille;0130146N;23210023220;ST
Aix-Marseille;0132469N;23210023222;AP
Aix-Marseille;0134297A;23210023223;AP
Aix-Marseille;0133475G;23210023223;AP
Aix-Marseille;0040011R;23210023224;ST
Aix-Marseille;0133475G;23210023224;AP
Aix-Marseille;0040161D;23210023224;AP
Aix-Marseille;0131772F;23210023224;AP
Aix-Marseille;0134297A;23210023224;AP
Aix-Marseille;0840526R;23210023224;AP
Aix-Marseille;0133927Y;23210023224;AP
Aix-Marseille;0131775J;23210023224;AP
Aix-Marseille;0132469N;23210023224;AP
Aix-Marseille;0050503V;23210023224;AP
Aix-Marseille;0131433M;23210023224;ST
Aix-Marseille;0130050J;23210023224;ST
Aix-Marseille;0130057S;23210023224;ST
Aix-Marseille;0133853T;23210023321;AP
Aix-Marseille;0133396W;23210023322;AP
Aix-Marseille;0130057S;23210023322;ST
Aix-Marseille;0132469N;23210023322;AP
Aix-Marseille;0130057S;23210023324;ST
Aix-Marseille;0050039R;23210023324;AP
Aix-Marseille;0040161D;23210023324;AP
Aix-Marseille;0840526R;23210023324;AP
Aix-Marseille;0132469N;23210023324;AP
Aix-Marseille;0133927Y;23210023324;AP
Aix-Marseille;0131772F;23210023324;AP
Aix-Marseille;0133475G;23210023324;AP
Aix-Marseille;0050503V;23210023324;AP
Aix-Marseille;0050039R;23210023324;ST
Aix-Marseille;0130146N;23210023324;ST
Aix-Marseille;0040161D;23210023325;AP
Aix-Marseille;0131775J;23210023325;AP
Aix-Marseille;0840526R;23210023325;AP
Aix-Marseille;0133927Y;23210023325;AP
Aix-Marseille;0131772F;23210023325;AP
Aix-Marseille;0133853T;23210023326;AP
Aix-Marseille;0840526R;23210023326;AP
Aix-Marseille;0133927Y;23210023326;AP
Aix-Marseille;0131772F;23210023326;AP
Aix-Marseille;0131775J;23210023326;AP
Aix-Marseille;0130057S;23210023327;ST
Aix-Marseille;0050503V;23210023327;AP
Aix-Marseille;0131775J;23210023327;AP
Aix-Marseille;0131772F;23210023327;AP
Aix-Marseille;0840526R;23210023327;AP
Aix-Marseille;0133927Y;23210023327;AP
Aix-Marseille;0132469N;23210023327;AP
Aix-Marseille;0040161D;23210023327;AP
Aix-Marseille;0130146N;23210023327;ST
Aix-Marseille;0132469N;23210023440;AP
Aix-Marseille;0130054N;23210023444;ST
Aix-Marseille;0130054N;23210023445;ST
Aix-Marseille;0840733R;23210023445;AP
Aix-Marseille;0134297A;23210023445;AP
Aix-Marseille;0050005D;23210023446;ST
Aix-Marseille;0050629G;23210023446;AP
Aix-Marseille;0134297A;23210023446;AP
Aix-Marseille;0133475G;23210023446;AP
Aix-Marseille;0133475G;23210023447;AP
Aix-Marseille;0050629G;23210023447;AP
Aix-Marseille;0132469N;23210023447;AP
Aix-Marseille;0050503V;23210023447;AP
Aix-Marseille;0131463V;23210023447;ST
Aix-Marseille;0840039L;23210023447;ST
Aix-Marseille;0130146N;23210023447;ST
Aix-Marseille;0130050J;23210023447;ST
Aix-Marseille;0040007L;23210023447;ST
Aix-Marseille;0130003H;23210023447;ST
Aix-Marseille;0133927Y;23210023447;AP
Aix-Marseille;0131772F;23210023447;AP
Aix-Marseille;0134297A;23210023447;AP
Aix-Marseille;0840526R;23210023447;AP
Aix-Marseille;0133396W;23210023449;ST
Aix-Marseille;0132469N;23210023449;AP
Aix-Marseille;0134297A;23210023449;AP
Aix-Marseille;0840526R;23210023449;AP
Aix-Marseille;0131772F;23210023449;AP
Aix-Marseille;0050503V;23210023449;AP
Aix-Marseille;0130063Y;23210024008;ST
Aix-Marseille;0840935K;23210024008;ST
Aix-Marseille;0840935K;23210024240;ST
Aix-Marseille;0130064Z;23210024240;ST
Aix-Marseille;0131606A;23210024240;ST
Aix-Marseille;0130157A;23210024240;ST
Aix-Marseille;0130151U;23210024240;ST
Aix-Marseille;0130010R;23210024240;ST
Aix-Marseille;0134101M;23210024241;ST
Aix-Marseille;0840082H;23210024241;ST
Aix-Marseille;0130064Z;23210024322;ST
Aix-Marseille;0130049H;23210025137;ST
Aix-Marseille;0130054N;23210025217;ST
Aix-Marseille;0134318Y;23210025217;AP
Aix-Marseille;0130058T;23210025217;ST
Aix-Marseille;0130150T;23210025217;ST
Aix-Marseille;0130171R;23210025218;AP
Aix-Marseille;0840866K;23210025218;AP
Aix-Marseille;0130150T;23210025218;AP
Aix-Marseille;0050503V;23210025218;AP
Aix-Marseille;0131767A;23210025218;AP
Aix-Marseille;0131786W;23210025218;AP
Aix-Marseille;0131784U;23210025218;AP
Aix-Marseille;0040161D;23210025218;AP
Aix-Marseille;0131432L;23210025218;ST
Aix-Marseille;0132790M;23210025218;ST
Aix-Marseille;0840113S;23210025218;ST
Aix-Marseille;0840763Y;23210025218;ST
Aix-Marseille;0130171R;23210025218;ST
Aix-Marseille;0840042P;23210025218;ST
Aix-Marseille;0130150T;23210025218;ST
Aix-Marseille;0130055P;23210025218;ST
Aix-Marseille;0050008G;23210025218;ST
Aix-Marseille;0130146N;23210025218;ST
Aix-Marseille;0130062X;23210025218;ST
Aix-Marseille;0840042P;23210025218;AP
Aix-Marseille;0050008G;23210025219;ST
Aix-Marseille;0840039L;23210025219;AP
Aix-Marseille;0133339J;23210025219;AP
Aix-Marseille;0131432L;23210025219;ST
Aix-Marseille;0840039L;23210025219;ST
Aix-Marseille;0840113S;23210025219;ST
Aix-Marseille;0130056R;23210025219;ST
Aix-Marseille;0131784U;23210025220;AP
Aix-Marseille;0050503V;23210025220;AP
Aix-Marseille;0840733R;23210025220;AP
Aix-Marseille;0131786W;23210025220;AP
Aix-Marseille;0130056R;23210025220;ST
Aix-Marseille;0840733R;23210025221;AP
Aix-Marseille;0132010P;23210025221;AP
Aix-Marseille;0040007L;23210025222;ST
Aix-Marseille;0840733R;23210025223;AP
Aix-Marseille;0132010P;23210025223;AP
Aix-Marseille;0133015G;23210025305;ST
Aix-Marseille;0133015G;23210025307;ST
Aix-Marseille;0130062X;23210025433;ST
Aix-Marseille;0131784U;23210025433;AP
Aix-Marseille;0040011R;23210025434;ST
Aix-Marseille;0130150T;23210025434;AP
Aix-Marseille;0840866K;23210025434;AP
Aix-Marseille;0840042P;23210025434;AP
Aix-Marseille;0040161D;23210025434;AP
Aix-Marseille;0131784U;23210025434;AP
Aix-Marseille;0131786W;23210025434;AP
Aix-Marseille;0050503V;23210025434;AP
Aix-Marseille;0840763Y;23210025434;ST
Aix-Marseille;0840042P;23210025434;ST
Aix-Marseille;0130150T;23210025434;ST
Aix-Marseille;0130171R;23210025434;ST
Aix-Marseille;0130062X;23210025434;ST
Aix-Marseille;0130055P;23210025434;ST
Aix-Marseille;0130053M;23210025437;ST
Aix-Marseille;0133475G;23210025437;AP
Aix-Marseille;0840763Y;23210025437;ST
Aix-Marseille;0130033R;23210025437;ST
Aix-Marseille;0130161E;23210025437;ST
Aix-Marseille;0130171R;23210025439;ST
Aix-Marseille;0132469N;23210025439;AP
Aix-Marseille;0131772F;23210025439;AP
Aix-Marseille;0840526R;23210025439;AP
Aix-Marseille;0133475G;23210025439;AP
Aix-Marseille;0133396W;23210025439;ST
Aix-Marseille;0132210G;23210025439;ST
Aix-Marseille;0130003H;23210025439;ST
Aix-Marseille;0040011R;23210025439;ST
Aix-Marseille;0133396W;23210025521;ST
Aix-Marseille;0131463V;23210025521;ST
Aix-Marseille;0040161D;23210025524;AP
Aix-Marseille;0840733R;23210025524;AP
Aix-Marseille;0133396W;23210025524;ST
Aix-Marseille;0131434N;23210025524;AP
Aix-Marseille;0840940R;23210025524;AP
Aix-Marseille;0134073G;23210025524;AP
Aix-Marseille;0131434N;23210025524;ST
Aix-Marseille;0131433M;23210025524;ST
Aix-Marseille;0840940R;23210025524;ST
Aix-Marseille;0131391S;23210025524;ST
Aix-Marseille;0130057S;23210025524;ST
Aix-Marseille;0840700E;23210025524;ST
Aix-Marseille;0840042P;23210025524;ST
Aix-Marseille;0840021S;23210025524;ST
Aix-Marseille;0840015K;23210025524;ST
Aix-Marseille;0132276D;23210025524;ST
Aix-Marseille;0130171R;23210025524;ST
Aix-Marseille;0130150T;23210025524;ST
Aix-Marseille;0130146N;23210025524;ST
Aix-Marseille;0130072H;23210025524;ST
Aix-Marseille;0130058T;23210025524;ST
Aix-Marseille;0040011R;23210025524;ST
Aix-Marseille;0130056R;23210025524;ST
Aix-Marseille;0130033R;23210025524;ST
Aix-Marseille;0130003H;23210025524;ST
Aix-Marseille;0050005D;23210025524;ST
Aix-Marseille;0132733A;23210025524;ST
Aix-Marseille;0134364Y;23210025524;AP
Aix-Marseille;0840526R;23210025524;AP
Aix-Marseille;0131772F;23210025524;AP
Aix-Marseille;0133927Y;23210025524;AP
Aix-Marseille;0131775J;23210025524;AP
Aix-Marseille;0132469N;23210025524;AP
Aix-Marseille;0130056R;23210031117;ST
Aix-Marseille;0134327H;23210031117;AP
Aix-Marseille;0131432L;23210031117;ST
Aix-Marseille;0130146N;23210031118;ST
Aix-Marseille;0131432L;23210031118;ST
Aix-Marseille;0840039L;23210031118;ST
Aix-Marseille;0840113S;23210031118;ST
Aix-Marseille;0130056R;23210031118;ST
Aix-Marseille;0130013U;23210031122;ST
Aix-Marseille;0133424B;23210031122;AP
Aix-Marseille;0134330L;23210031122;AP
Aix-Marseille;0132278F;23210031122;AP
Aix-Marseille;0131432L;23210031122;ST
Aix-Marseille;0840113S;23210031122;ST
Aix-Marseille;0133424B;23210031122;ST
Aix-Marseille;0130146N;23210031122;ST
Aix-Marseille;0130056R;23210031122;ST
Aix-Marseille;0134330L;23210031222;AP
Aix-Marseille;0132470P;23210031222;AP
Aix-Marseille;0040007L;23210031223;ST
Aix-Marseille;0840733R;23210031223;AP
Aix-Marseille;0131784U;23210031223;AP
Aix-Marseille;0130006L;23210031224;ST
Aix-Marseille;0040161D;23210031224;AP
Aix-Marseille;0840866K;23210031224;AP
Aix-Marseille;0131775J;23210031224;AP
Aix-Marseille;0131767A;23210031224;AP
Aix-Marseille;0132470P;23210031224;AP
Aix-Marseille;0131784U;23210031224;AP
Aix-Marseille;0840733R;23210031224;AP
Aix-Marseille;0050503V;23210031224;AP
Aix-Marseille;0132976P;23210031224;AP
Aix-Marseille;0131675A;23210031224;AP
Aix-Marseille;0133274N;23210031224;AP
Aix-Marseille;0134249Y;23210031224;AP
Aix-Marseille;0131403E;23210031224;ST
Aix-Marseille;0840082H;23210031224;ST
Aix-Marseille;0133274N;23210031224;ST
Aix-Marseille;0131484T;23210031224;ST
Aix-Marseille;0131445A;23210031224;ST
Aix-Marseille;0134101M;23210031224;ST
Aix-Marseille;0133288D;23210031224;ST
Aix-Marseille;0841078R;23210031224;ST
Aix-Marseille;0840046U;23210031224;ST
Aix-Marseille;0840001V;23210031224;ST
Aix-Marseille;0050027C;23210031224;ST
Aix-Marseille;0132410Z;23210031224;ST
Aix-Marseille;0131606A;23210031224;ST
Aix-Marseille;0130071G;23210031224;ST
Aix-Marseille;0130068D;23210031224;ST
Aix-Marseille;0130065A;23210031224;ST
Aix-Marseille;0130063Y;23210031224;ST
Aix-Marseille;0130058T;23210031224;ST
Aix-Marseille;0130010R;23210031224;ST
Aix-Marseille;0130049H;23210032225;ST
Aix-Marseille;0840039L;23210032227;ST
Aix-Marseille;0131775J;23210032227;AP
Aix-Marseille;0130059U;23210033106;ST
Aix-Marseille;0130033R;23210033205;ST
Aix-Marseille;0040161D;23210033205;AP
Aix-Marseille;0132193N;23210033205;AP
Aix-Marseille;0131445A;23210033205;AP
Aix-Marseille;0840796J;23210033205;AP
Aix-Marseille;0133989R;23210033205;AP
Aix-Marseille;0050606G;23210033205;AP
Aix-Marseille;0133425C;23210033205;ST
Aix-Marseille;0840082H;23210033205;ST
Aix-Marseille;0132193N;23210033205;ST
Aix-Marseille;0133424B;23210033205;ST
Aix-Marseille;0131485U;23210033205;ST
Aix-Marseille;0132280H;23210033205;ST
Aix-Marseille;0130151U;23210033205;ST
Aix-Marseille;0840016L;23210033205;ST
Aix-Marseille;0133244F;23210033205;ST
Aix-Marseille;0130064Z;23210033205;ST
Aix-Marseille;0130065A;23210033205;ST
Aix-Marseille;0040011R;23210033411;ST
Aix-Marseille;0840935K;23210033411;ST
Aix-Marseille;0130010R;23210033411;ST
Aix-Marseille;0131445A;23210033411;ST
Aix-Marseille;0131485U;23210033411;ST
Aix-Marseille;0133406G;23210033411;ST
Aix-Marseille;0130068D;23210033411;ST
Aix-Marseille;0130151U;23210033411;ST
Aix-Marseille;0130071G;23210033411;ST
Aix-Marseille;0050009H;23210033411;ST
Aix-Marseille;0132974M;23210033412;ST
Aix-Marseille;0134350H;23210033412;AP
Aix-Marseille;0130171R;23210033412;AP
Aix-Marseille;0132974M;23210033412;AP
Aix-Marseille;0040161D;23210033412;AP
Aix-Marseille;0131445A;23210033412;AP
Aix-Marseille;0134361V;23210033412;AP
Aix-Marseille;0131784U;23210033412;AP
Aix-Marseille;0132470P;23210033412;AP
Aix-Marseille;0840709P;23210033412;AP
Aix-Marseille;0050503V;23210033412;AP
Aix-Marseille;0131445A;23210033412;ST
Aix-Marseille;0131675A;23210033412;ST
Aix-Marseille;0133406G;23210033412;ST
Aix-Marseille;0840700E;23210033412;ST
Aix-Marseille;0840113S;23210033412;ST
Aix-Marseille;0050009H;23210033412;ST
Aix-Marseille;0040023D;23210033412;ST
Aix-Marseille;0040011R;23210033412;ST
Aix-Marseille;0130010R;23210033412;ST
Aix-Marseille;0130063Y;23210033615;AP
Aix-Marseille;0040161D;23210033615;AP
Aix-Marseille;0132309P;23210033615;AP
Aix-Marseille;0133961K;23210033615;AP
Aix-Marseille;0131515B;23210033615;AP
Aix-Marseille;0131518E;23210033615;AP
Aix-Marseille;0040584N;23210033615;AP
Aix-Marseille;0131784U;23210033615;AP
Aix-Marseille;0133404E;23210033615;AP
Aix-Marseille;0841208G;23210033615;AP
Aix-Marseille;0840733R;23210033615;AP
Aix-Marseille;0131781R;23210033615;AP
Aix-Marseille;0131485U;23210033615;ST
Aix-Marseille;0840041N;23210033615;ST
Aix-Marseille;0130150T;23210033615;ST
Aix-Marseille;0130063Y;23210033615;ST
Aix-Marseille;0040007L;23210033616;ST
Aix-Marseille;0130150T;23210033616;AP
Aix-Marseille;0130171R;23210033616;AP
Aix-Marseille;0040161D;23210033616;AP
Aix-Marseille;0131775J;23210033616;AP
Aix-Marseille;0134032M;23210033616;AP
Aix-Marseille;0133404E;23210033616;AP
Aix-Marseille;0040584N;23210033616;AP
Aix-Marseille;0841208G;23210033616;AP
Aix-Marseille;0131903Y;23210033616;AP
Aix-Marseille;0131437S;23210033616;AP
Aix-Marseille;0841204C;23210033616;AP
Aix-Marseille;0131767A;23210033616;AP
Aix-Marseille;0131784U;23210033616;AP
Aix-Marseille;0840733R;23210033616;AP
Aix-Marseille;0050503V;23210033616;AP
Aix-Marseille;0131518E;23210033616;AP
Aix-Marseille;0133961K;23210033616;AP
Aix-Marseille;0131515B;23210033616;AP
Aix-Marseille;0131781R;23210033616;AP
Aix-Marseille;0840041N;23210033616;ST
Aix-Marseille;0131437S;23210033616;ST
Aix-Marseille;0130150T;23210033616;ST
Aix-Marseille;0130063Y;23210033616;ST
Aix-Marseille;0133597P;23210034307;AP
Aix-Marseille;0130058T;23210034405;ST
Aix-Marseille;0133853T;23210034405;AP
Aix-Marseille;0132790M;23210034405;ST
Aix-Marseille;0840082H;23210034405;ST
Aix-Marseille;0132276D;23210034405;ST
Aix-Marseille;0840021S;23210034405;ST
Aix-Marseille;0130072H;23210034405;ST
Aix-Marseille;0050606G;23211021130;ST
Aix-Marseille;0840787Z;23211021130;ST
Aix-Marseille;0132010P;23211021130;ST
Aix-Marseille;0133915K;23211021130;ST
Aix-Marseille;0050012L;23211021130;AP
Aix-Marseille;0133601U;23211021130;AP
Aix-Marseille;0840787Z;23211021130;AP
Aix-Marseille;0132010P;23211021130;AP
Aix-Marseille;0133989R;23211021130;AP
Aix-Marseille;0840218F;23211021130;AP
Aix-Marseille;0841026J;23211021130;AP
Aix-Marseille;0134426R;23211021130;AP
Aix-Marseille;0040590V;23211021130;AP
Aix-Marseille;0840606C;23211021130;ST
Aix-Marseille;0133979E;23211021236;AP
Aix-Marseille;0841026J;23211021237;AP
Aix-Marseille;0840765A;23211021130;ST
Aix-Marseille;0840800N;23211021314;AP
Aix-Marseille;0840606C;23211021314;ST
Aix-Marseille;0131848N;23211021405;ST
Aix-Marseille;0134350H;23211021405;AP
Aix-Marseille;0133979E;23211021405;AP
Aix-Marseille;0131690S;23211021405;AP
Aix-Marseille;0050606G;23211021405;AP
Aix-Marseille;0840800N;23211021405;AP
Aix-Marseille;0134426R;23211021405;AP
Aix-Marseille;0841026J;23211021405;AP
Aix-Marseille;0040590V;23211021405;AP
Aix-Marseille;0133601U;23211021405;AP
Aix-Marseille;0134350H;23211021405;ST
Aix-Marseille;0050606G;23211021405;ST
Aix-Marseille;0840765A;23211021405;ST
Aix-Marseille;0040590V;23211033003;AP
Aix-Marseille;0840796J;23211033003;ST
Aix-Marseille;0840746E;23211033003;ST
Aix-Marseille;0133915K;23211033003;ST
Aix-Marseille;0132823Y;23211033003;ST
Aix-Marseille;0132278F;23211033003;ST
Aix-Marseille;0840747F;23211033003;ST
Aix-Marseille;0840797K;23211033003;ST
Aix-Marseille;0050012L;23211033003;ST
Aix-Marseille;0133989R;23211033003;AP
Aix-Marseille;0132278F;23211033003;AP
Aix-Marseille;0134426R;23211033003;AP
Aix-Marseille;0050012L;23211033003;AP
Aix-Marseille;0130071G;23810031211;ST
Aix-Marseille;0050005D;23810023405;ST
Aix-Marseille;0050005D;23810023404;ST
Aix-Marseille;0132010P;23811021004;AP
Aix-Marseille;0840218F;23811021113;AP
Aix-Marseille;0133601U;23811021113;AP
Aix-Marseille;0132010P;23811021113;AP
Aix-Marseille;0841026J;23811021114;AP
Aix-Marseille;0132010P;23811021114;AP
Aix-Marseille;0050606G;23811021114;AP
Aix-Marseille;0132823Y;23811021203;AP
Aix-Marseille;0840787Z;23811021203;AP
Aix-Marseille;0133601U;23811021203;AP
Aix-Marseille;0132149R;23811021210;AP
Aix-Marseille;0841026J;23811021211;AP
Aix-Marseille;0132149R;23811021211;AP
Aix-Marseille;0133535X;23811021211;AP
Aix-Marseille;0050012L;23811021211;AP
Aix-Marseille;0841026J;23811021405;AP
Aix-Marseille;0050606G;23811021405;AP
Aix-Marseille;0134426R;23811021405;AP
Aix-Marseille;0133601U;23811021405;AP
Aix-Marseille;0841026J;23811021407;AP
Aix-Marseille;0840787Z;23811022105;AP
Aix-Marseille;0134249Y;23811022108;AP
Aix-Marseille;0050606G;23811022108;AP
Aix-Marseille;0050012L;23811022108;AP
Aix-Marseille;0132823Y;23811033002;AP
Aix-Marseille;0132278F;23811033002;AP
Aix-Marseille;0130171R;23810020006;ST
Aix-Marseille;0130057S;23810020006;ST
Aix-Marseille;0130003H;23810020006;ST
Aix-Marseille;0132210G;23810020006;ST
Aix-Marseille;0130050J;23810020006;ST
Aix-Marseille;0840039L;23810020006;ST
Aix-Marseille;0040007L;23810020006;ST
Aix-Marseille;0130146N;23810020006;ST
Aix-Marseille;0840042P;23810020008;ST
Aix-Marseille;0130003H;23810020008;ST
Aix-Marseille;0840039L;23810020008;ST
Aix-Marseille;0840021S;23810020008;ST
Aix-Marseille;0840015K;23810020008;ST
Aix-Marseille;0840001V;23810020008;ST
Aix-Marseille;0133406G;23810020008;ST
Aix-Marseille;0133015G;23810020008;ST
Aix-Marseille;0132733A;23810020008;ST
Aix-Marseille;0132276D;23810020008;ST
Aix-Marseille;0132210G;23810020008;ST
Aix-Marseille;0130161E;23810020008;ST
Aix-Marseille;0130171R;23810020008;ST
Aix-Marseille;0130055P;23810020008;ST
Aix-Marseille;0130150T;23810020008;ST
Aix-Marseille;0130146N;23810020008;ST
Aix-Marseille;0130143K;23810020008;ST
Aix-Marseille;0130072H;23810020008;ST
Aix-Marseille;0130058T;23810020008;ST
Aix-Marseille;0130057S;23810020008;ST
Aix-Marseille;0130056R;23810020008;ST
Aix-Marseille;0050005D;23810020008;ST
Aix-Marseille;0130050J;23810020008;ST
Aix-Marseille;0130033R;23810020008;ST
Aix-Marseille;0133244F;23810020008;ST
Aix-Marseille;0130013U;23810020008;ST
Aix-Marseille;0050027C;23810020008;ST
Aix-Marseille;0040007L;23810020008;ST
Aix-Marseille;0040011R;23810020008;ST
Aix-Marseille;0841078R;23810020008;ST
Aix-Marseille;0840700E;23810020008;ST
Aix-Marseille;0840763Y;23810020008;ST
Aix-Marseille;0131391S;23810020008;ST
Aix-Marseille;0133396W;23810020008;ST
Aix-Marseille;0840940R;23810020008;ST
Aix-Marseille;0131436R;23810020008;ST
Aix-Marseille;0131433M;23810020008;ST
Aix-Marseille;0131434N;23810020008;ST
Aix-Marseille;0050039R;23810020008;ST
Aix-Marseille;0132790M;23810020008;ST
Aix-Marseille;0840042P;23810020002;ST
Aix-Marseille;0131485U;23810020002;ST
Aix-Marseille;0130053M;23810020002;ST
Aix-Marseille;0840763Y;23810020103;ST
Aix-Marseille;0132276D;23810020103;ST
Aix-Marseille;0840015K;23810020103;ST
Aix-Marseille;0133015G;23810020103;ST
Aix-Marseille;0130171R;23810020103;ST
Aix-Marseille;0132210G;23810020103;ST
Aix-Marseille;0130161E;23810020103;ST
Aix-Marseille;0130059U;23810020103;ST
Aix-Marseille;0130053M;23810020103;ST
Aix-Marseille;0130033R;23810020103;ST
Aix-Marseille;0840700E;23810020104;ST
Aix-Marseille;0133396W;23810020104;ST
Aix-Marseille;0131391S;23810020104;ST
Aix-Marseille;0131463V;23810020104;ST
Aix-Marseille;0131434N;23810020104;ST
Aix-Marseille;0130150T;23810020104;ST
Aix-Marseille;0133015G;23810020104;ST
Aix-Marseille;0840015K;23810020104;ST
Aix-Marseille;0132276D;23810020104;ST
Aix-Marseille;0130003H;23810020104;ST
Aix-Marseille;0130055P;23810020104;ST
Aix-Marseille;0130053M;23810020104;ST
Aix-Marseille;0040533H;23810020104;ST
Aix-Marseille;0130033R;23810020104;ST
Aix-Marseille;0050003B;23810020104;ST
Aix-Marseille;0841078R;23810020104;ST
Aix-Marseille;0840042P;23810020104;ST
Aix-Marseille;0130055P;23810022003;ST
Aix-Marseille;0840709P;23810022106;AP
Aix-Marseille;0132974M;23810022106;AP
Aix-Marseille;0134070D;23810022106;AP
Aix-Marseille;0132974M;23810022107;ST
Aix-Marseille;0131463V;23810022404;ST
Aix-Marseille;0130053M;23810022503;ST
Aix-Marseille;0131782S;23810022705;AP
Aix-Marseille;0131782S;23810022706;AP
Aix-Marseille;0134073G;23810022706;AP
Aix-Marseille;0840526R;23810022707;AP
Aix-Marseille;0131772F;23810022707;AP
Aix-Marseille;0050039R;99990099999;ST
Aix-Marseille;0050008G;23810023007;ST
Aix-Marseille;0130057S;23810023007;ST
Aix-Marseille;0130003H;23810023007;ST
Aix-Marseille;0130050J;23810023007;ST
Aix-Marseille;0840039L;23810023007;ST
Aix-Marseille;0840526R;23810023203;AP
Aix-Marseille;0131463V;23810023409;ST
Aix-Marseille;0840039L;23810023409;ST
Aix-Marseille;0130003H;23810023409;ST
